State,District,Market,Commodity,Variety,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-10-25,2393,2965,2679
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-10-27,2412,2970,2691
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-10-29,2531,2825,2678
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-10-31,2301,2871,2586
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-02,2362,2850,2606
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-04,2407,2779,2593
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-06,2415,2793,2604
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-08,2353,2945,2649
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-10,2452,2896,2674
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-12,2356,2898,2627
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-14,2350,2810,2580
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-16,2386,2838,2612
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-18,2478,2908,2693
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-20,2438,2816,2627
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-22,2391,2837,2614
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-24,2419,2831,2625
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-26,2388,2934,2661
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-28,2313,2913,2613
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-11-30,2356,2918,2637
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-02,2426,3002,2714
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-04,2526,2866,2696
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-06,2408,2980,2694
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-08,2437,3055,2746
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-10,2498,2850,2674
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-12,2486,2916,2701
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-14,2601,2877,2739
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-16,2510,2980,2745
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-18,2515,2825,2670
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-20,2523,2923,2723
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-22,2504,2976,2740
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-24,2496,3044,2770
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-26,2441,3089,2765
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-28,2565,2935,2750
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2025-12-30,2474,2846,2660
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-01,2605,2893,2749
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-03,2603,2897,2750
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-05,2663,3059,2861
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-07,2564,2892,2728
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-09,2514,2976,2745
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-11,2593,2963,2778
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-13,2474,3028,2751
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-15,2513,3035,2774
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-17,2400,2860,2630
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-19,2501,2779,2640
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-21,2409,2893,2651
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-23,2348,2840,2594
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-25,2498,2828,2663
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-27,2305,2907,2606
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-29,2555,2877,2716
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-01-31,2300,2894,2597
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-02,2321,2903,2612
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-04,2376,2946,2661
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-06,2331,2785,2558
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-08,2393,2679,2536
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-10,2324,2914,2619
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-12,2429,2815,2622
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-14,2450,2844,2647
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-16,2341,2931,2636
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-18,2354,2902,2628
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-20,2426,2742,2584
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-22,2336,2930,2633
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-24,2509,2775,2642
Maharashtra,Nashik,Lasalgaon,Wheat,Other,2026-02-26,2442,2760,2601
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-01,2162,2448,2305
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-03,2189,2425,2307
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-05,2075,2413,2244
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-07,2091,2565,2328
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-09,2084,2486,2285
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-11,2204,2616,2410
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-13,2075,2491,2283
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-15,2120,2688,2404
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-17,2227,2615,2421
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-19,2197,2549,2373
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-21,2183,2725,2454
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-23,2285,2607,2446
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-25,2273,2799,2536
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-27,2252,2504,2378
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-09-29,2211,2541,2376
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-01,2117,2649,2383
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-03,2185,2617,2401
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-05,1985,2519,2252
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-07,2193,2489,2341
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-09,2159,2477,2318
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-11,2034,2376,2205
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-13,2058,2562,2310
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-15,2173,2525,2349
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-17,2091,2393,2242
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-19,1990,2478,2234
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-21,2083,2345,2214
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-23,2133,2457,2295
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-25,2172,2546,2359
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-27,2159,2413,2286
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-29,2052,2268,2160
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-10-31,2048,2286,2167
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-02,2079,2429,2254
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-04,2045,2403,2224
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-06,1982,2406,2194
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-08,1907,2419,2163
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-10,1950,2424,2187
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-12,2075,2305,2190
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-14,2088,2408,2248
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-16,1879,2333,2106
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-18,2092,2400,2246
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-20,1983,2467,2225
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-22,2120,2408,2264
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-24,2198,2476,2337
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-26,2080,2342,2211
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-28,2075,2437,2256
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-11-30,2017,2475,2246
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-02,2119,2367,2243
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-04,2083,2443,2263
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-06,2026,2546,2286
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-08,2138,2514,2326
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-10,2165,2455,2310
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-12,2058,2594,2326
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-14,2136,2588,2362
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-16,2282,2680,2481
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-18,2163,2431,2297
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-20,2206,2558,2382
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-22,2234,2592,2413
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-24,2213,2609,2411
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-26,2082,2630,2356
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-28,2121,2655,2388
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2025-12-30,2172,2588,2380
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-01,2183,2655,2419
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-03,2126,2684,2405
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-05,2113,2639,2376
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-07,2191,2663,2427
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-09,2170,2598,2384
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-11,2105,2611,2358
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-13,2104,2538,2321
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-15,2203,2505,2354
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-17,2211,2539,2375
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-19,2155,2393,2274
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-21,2015,2429,2222
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-23,2171,2531,2351
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-25,1985,2413,2199
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-27,2006,2376,2191
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-29,1988,2422,2205
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-01-31,2152,2390,2271
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-02,2047,2399,2223
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-04,2053,2407,2230
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-06,2048,2450,2249
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-08,2172,2442,2307
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-10,2093,2395,2244
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-12,2069,2473,2271
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-14,2077,2373,2225
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-16,2127,2429,2278
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-18,2092,2438,2265
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-20,2033,2373,2203
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-22,2240,2580,2410
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-24,2037,2475,2256
Maharashtra,Nashik,Lasalgaon,Paddy(Dhan),Grade A,2026-02-26,2048,2422,2235
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-01,1524,1762,1643
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-03,1774,2154,1964
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-05,2021,2495,2258
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-07,2148,2404,2276
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-09,1849,2207,2028
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-11,2028,2384,2206
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-13,2049,2301,2175
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-15,2287,2579,2433
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-17,2279,2553,2416
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-19,2445,2733,2589
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-21,1989,2467,2228
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-23,2133,2603,2368
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-25,2269,2865,2567
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-27,1960,2488,2224
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-09-29,2055,2297,2176
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-01,2313,2851,2582
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-03,1645,2065,1855
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-05,2432,2730,2581
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-07,1984,2342,2163
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-09,2075,2311,2193
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-11,2202,2642,2422
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-13,2013,2547,2280
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-15,1582,1976,1779
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-17,1741,1985,1863
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-19,1772,2252,2012
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-21,2041,2279,2160
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-23,1840,2188,2014
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-25,1712,2066,1889
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-27,1587,1915,1751
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-29,1996,2394,2195
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-10-31,1592,1920,1756
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-02,1822,2092,1957
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-04,1574,1828,1701
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-06,1307,1567,1437
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-08,1170,1450,1310
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-10,1605,1953,1779
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-12,1712,2006,1859
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-14,1786,2250,2018
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-16,1525,1889,1707
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-18,1481,1881,1681
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-20,1684,1962,1823
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-22,1377,1743,1560
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-24,1721,2031,1876
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-26,1760,2060,1910
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-28,1660,2072,1866
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-11-30,1713,2121,1917
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-02,2019,2549,2284
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-04,1848,2302,2075
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-06,1870,2104,1987
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-08,1555,1965,1760
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-10,1668,2026,1847
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-12,2069,2493,2281
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-14,1835,2229,2032
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-16,1985,2359,2172
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-18,2037,2537,2287
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-20,2378,2840,2609
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-22,2321,2715,2518
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-24,2213,2491,2352
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-26,2464,2806,2635
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-28,2361,2659,2510
Maharashtra,Nashik,Lasalgaon,Onion,White,2025-12-30,1806,2122,1964
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-01,2320,2912,2616
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-03,2098,2588,2343
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-05,1688,1972,1830
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-07,2176,2748,2462
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-09,2161,2437,2299
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-11,2046,2344,2195
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-13,2137,2519,2328
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-15,1968,2278,2123
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-17,1965,2373,2169
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-19,1899,2137,2018
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-21,1870,2104,1987
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-23,1604,1860,1732
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-25,1794,2250,2022
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-27,2166,2452,2309
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-29,1667,1891,1779
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-01-31,1551,1735,1643
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-02,1569,1763,1666
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-04,1349,1569,1459
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-06,1552,1840,1696
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-08,1519,1879,1699
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-10,1557,1879,1718
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-12,1689,2073,1881
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-14,1476,1674,1575
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-16,1463,1729,1596
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-18,1329,1601,1465
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-20,1443,1771,1607
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-22,1235,1371,1303
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-24,1741,2181,1961
Maharashtra,Nashik,Lasalgaon,Onion,White,2026-02-26,1471,1747,1609
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-01,1507,1761,1634
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-03,1661,1863,1762
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-05,1486,1778,1632
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-07,1575,1959,1767
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-09,1624,1854,1739
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-11,1547,1793,1670
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-13,1420,1718,1569
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-15,1592,1882,1737
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-17,1748,2088,1918
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-19,1670,2004,1837
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-21,1498,1736,1617
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-23,1678,2104,1891
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-25,1532,1814,1673
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-27,1713,1983,1848
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-09-29,1591,1883,1737
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-01,1492,1858,1675
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-03,1588,1996,1792
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-05,1754,1940,1847
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-07,1578,1930,1754
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-09,1590,1972,1781
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-11,1606,1896,1751
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-13,1665,2069,1867
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-15,1450,1776,1613
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-17,1581,1881,1731
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-19,1648,1842,1745
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-21,1562,1852,1707
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-23,1459,1753,1606
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-25,1524,1774,1649
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-27,1618,1930,1774
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-29,1317,1497,1407
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-10-31,1424,1604,1514
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-11-02,1499,1657,1578
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-11-04,1398,1682,1540
Maharashtra,Nashik,Lasalgaon,Banana,Yelakki,2025-11-06,1297,1603,1450
